"hgnc_symbol","reactpathID","description","entrezgene_id"
"ITGB1","R-HSA-1566948","Elastic fibre formation",3688
"ITGB1","R-HSA-9634597","GPER1 signaling",3688
"ITGB1","R-HSA-2173789","TGF-beta receptor signaling activates SMADs",3688
"ITGB1","R-HSA-3000171","Non-integrin membrane-ECM interactions",3688
"ITGB1","R-HSA-373755","Semaphorin interactions",3688
"ITGB1","R-HSA-9013408","RHOG GTPase cycle",3688
"ITGB1","R-HSA-3000178","ECM proteoglycans",3688
"ITGB1","R-HSA-6806834","Signaling by MET",3688
"ITGB1","R-HSA-216083","Integrin cell surface interactions",3688
"ITGB1","R-HSA-9013404","RAC2 GTPase cycle",3688
"ITGB1","R-HSA-446728","Cell junction organization",3688
"ITGB1","R-HSA-170834","Signaling by TGF-beta Receptor Complex",3688
"ITGB1","R-HSA-9013423","RAC3 GTPase cycle",3688
"ITGB1","R-HSA-9679191","Potential therapeutics for SARS",3688
"ITGB1","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",3688
"ITGB1","R-HSA-373760","L1CAM interactions",3688
"ITGB1","R-HSA-9006936","Signaling by TGFB family members",3688
"ITGB1","R-HSA-1500931","Cell-Cell communication",3688
"ITGB1","R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",3688
"ITGB1","R-HSA-9609690","HCMV Early Events",3688
"ITGB2","R-HSA-216083","Integrin cell surface interactions",3689
"ITGB2","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",3689
"ITGB2","R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",3689
"ITGB2","R-HSA-202733","Cell surface interactions at the vascular wall",3689
"ITGB2","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",3689
"ITGB2","R-HSA-168898","Toll-like Receptor Cascades",3689
"ITGB2","R-HSA-1474244","Extracellular matrix organization",3689
"ITGB2","R-HSA-449147","Signaling by Interleukins",3689
"ITGB2","R-HSA-6798695","Neutrophil degranulation",3689
"JAK1","R-HSA-110056","MAPK3 (ERK1) activation",3716
"JAK1","R-HSA-9020958","Interleukin-21 signaling",3716
"JAK1","R-HSA-1059683","Interleukin-6 signaling",3716
"JAK1","R-HSA-9020956","Interleukin-27 signaling",3716
"JAK1","R-HSA-8984722","Interleukin-35 Signalling",3716
"JAK1","R-HSA-9020558","Interleukin-2 signaling",3716
"JAK1","R-HSA-877312","Regulation of IFNG signaling",3716
"JAK1","R-HSA-8983432","Interleukin-15 signaling",3716
"JAK1","R-HSA-6788467","IL-6-type cytokine receptor ligand interactions",3716
"JAK1","R-HSA-112409","RAF-independent MAPK1/3 activation",3716
"JAK1","R-HSA-449836","Other interleukin signaling",3716
"JAK1","R-HSA-6783589","Interleukin-6 family signaling",3716
"JAK1","R-HSA-8854691","Interleukin-20 family signaling",3716
"JAK1","R-HSA-9705462","Inactivation of CSF3 (G-CSF) signaling",3716
"JAK1","R-HSA-912694","Regulation of IFNA/IFNB signaling",3716
"JAK1","R-HSA-912526","Interleukin receptor SHC signaling",3716
"JAK1","R-HSA-9674555","Signaling by CSF3 (G-CSF)",3716
"JAK1","R-HSA-1266695","Interleukin-7 signaling",3716
"JAK1","R-HSA-451927","Interleukin-2 family signaling",3716
"JAK1","R-HSA-6783783","Interleukin-10 signaling",3716
"JAK1","R-HSA-9020591","Interleukin-12 signaling",3716
"JAK1","R-HSA-512988","Interleukin-3, Interleukin-5 and GM-CSF signaling",3716
"JAK1","R-HSA-447115","Interleukin-12 family signaling",3716
"JAK1","R-HSA-1169408","ISG15 antiviral mechanism",3716
"JAK1","R-HSA-909733","Interferon alpha/beta signaling",3716
"JAK1","R-HSA-1169410","Antiviral mechanism by IFN-stimulated genes",3716
"JAK1","R-HSA-877300","Interferon gamma signaling",3716
"JAK1","R-HSA-9679191","Potential therapeutics for SARS",3716
"JAK1","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",3716
"JAK1","R-HSA-9705671","SARS-CoV-2 activates/modulates innate and adaptive immune responses",3716
"JAK2","R-HSA-110056","MAPK3 (ERK1) activation",3717
"JAK2","R-HSA-1059683","Interleukin-6 signaling",3717
"JAK2","R-HSA-2586552","Signaling by Leptin",3717
"JAK2","R-HSA-9020956","Interleukin-27 signaling",3717
"JAK2","R-HSA-8984722","Interleukin-35 Signalling",3717
"JAK2","R-HSA-9027276","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)",3717
"JAK2","R-HSA-877312","Regulation of IFNG signaling",3717
"JAK2","R-HSA-9027284","Erythropoietin activates RAS",3717
"JAK2","R-HSA-1170546","Prolactin receptor signaling",3717
"JAK2","R-HSA-6788467","IL-6-type cytokine receptor ligand interactions",3717
"JAK2","R-HSA-9669938","Signaling by KIT in disease",3717
"JAK2","R-HSA-9670439","Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",3717
"JAK2","R-HSA-112409","RAF-independent MAPK1/3 activation",3717
"JAK2","R-HSA-6783589","Interleukin-6 family signaling",3717
"JAK2","R-HSA-982772","Growth hormone receptor signaling",3717
"JAK2","R-HSA-8854691","Interleukin-20 family signaling",3717
"JAK2","R-HSA-9006335","Signaling by Erythropoietin",3717
"JAK2","R-HSA-9705462","Inactivation of CSF3 (G-CSF) signaling",3717
"JAK2","R-HSA-912526","Interleukin receptor SHC signaling",3717
"JAK2","R-HSA-9674555","Signaling by CSF3 (G-CSF)",3717
"JAK2","R-HSA-5673000","RAF activation",3717
"JAK2","R-HSA-1433557","Signaling by SCF-KIT",3717
"JAK2","R-HSA-9656223","Signaling by RAF1 mutants",3717
"JAK2","R-HSA-451927","Interleukin-2 family signaling",3717
"JAK2","R-HSA-6802946","Signaling by moderate kinase activity BRAF mutants",3717
"JAK2","R-HSA-6802949","Signaling by RAS mutants",3717
"JAK2","R-HSA-6802955","Paradoxical activation of RAF signaling by kinase inactive BRAF",3717
"JAK2","R-HSA-69231","Cyclin D associated events in G1",3717
"JAK2","R-HSA-69236","G1 Phase",3717
"JAK2","R-HSA-9020591","Interleukin-12 signaling",3717
"JUN","R-HSA-450341","Activation of the AP-1 family of transcription factors",3725
"JUN","R-HSA-9664420","Killing mechanisms",3725
"JUN","R-HSA-9673324","WNT5:FZD7-mediated leishmania damping",3725
"JUN","R-HSA-8862803","Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models",3725
"JUN","R-HSA-8863678","Neurodegenerative Diseases",3725
"JUN","R-HSA-9734009","Defective Intrinsic Pathway for Apoptosis",3725
"JUN","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases",3725
"JUN","R-HSA-2871796","FCERI mediated MAPK activation",3725
"JUN","R-HSA-8943724","Regulation of PTEN gene transcription",3725
"JUN","R-HSA-6796648","TP53 Regulates Transcription of DNA Repair Genes",3725
"JUN","R-HSA-450294","MAP kinase activation",3725
"JUN","R-HSA-448424","Interleukin-17 signaling",3725
"JUN","R-HSA-5687128","MAPK6/MAPK4 signaling",3725
"JUN","R-HSA-1912408","Pre-NOTCH Transcription and Translation",3725
"JUN","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",3725
"JUN","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",3725
"JUN","R-HSA-975871","MyD88 cascade initiated on plasma membrane",3725
"JUN","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",3725
"JUN","R-HSA-975155","MyD88 dependent cascade initiated on endosome",3725
"JUN","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade",3725
"JUN","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",3725
"JUN","R-HSA-9645723","Diseases of programmed cell death",3725
"JUN","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",3725
"JUN","R-HSA-1912422","Pre-NOTCH Expression and Processing",3725
"JUN","R-HSA-166166","MyD88-independent TLR4 cascade ",3725
"JUN","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ",3725
"JUN","R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)",3725
"JUN","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",3725
"JUN","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade",3725
"JUN","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade",3725
"KNG1","R-HSA-140837","Intrinsic Pathway of Fibrin Clot Formation",3827
"KNG1","R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)",3827
"KNG1","R-HSA-8957275","Post-translational protein phosphorylation",3827
"KNG1","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",3827
"KNG1","R-HSA-114608","Platelet degranulation ",3827
"KNG1","R-HSA-76005","Response to elevated platelet cytosolic Ca2+",3827
"KNG1","R-HSA-375276","Peptide ligand-binding receptors",3827
"KNG1","R-HSA-416476","G alpha (q) signalling events",3827
"KNG1","R-HSA-76002","Platelet activation, signaling and aggregation",3827
"KNG1","R-HSA-418594","G alpha (i) signalling events",3827
"KNG1","R-HSA-373076","Class A/1 (Rhodopsin-like receptors)",3827
"KNG1","R-HSA-500792","GPCR ligand binding",3827
"MAP2K4","R-HSA-5210891","Uptake and function of anthrax toxins",6416
"MAP2K4","R-HSA-5684264","MAP3K8 (TPL2)-dependent MAPK1/3 activation",6416
"MAP2K4","R-HSA-450321","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1",6416
"MAP2K4","R-HSA-5339562","Uptake and actions of bacterial toxins",6416
"MAP2K4","R-HSA-2871796","FCERI mediated MAPK activation",6416
"MAP2K4","R-HSA-450294","MAP kinase activation",6416
"MAP2K4","R-HSA-448424","Interleukin-17 signaling",6416
"MAP2K4","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",6416
"MAP2K4","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",6416
"MAP2K4","R-HSA-975871","MyD88 cascade initiated on plasma membrane",6416
"MAP2K4","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",6416
"MAP2K4","R-HSA-975155","MyD88 dependent cascade initiated on endosome",6416
"MAP2K4","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade",6416
"MAP2K4","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",6416
"MAP2K4","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",6416
"MAP2K4","R-HSA-166166","MyD88-independent TLR4 cascade ",6416
"MAP2K4","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ",6416
"MAP2K4","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",6416
"MAP2K4","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade",6416
"MAP2K4","R-HSA-9020702","Interleukin-1 signaling",6416
"MAP2K4","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade",6416
"MAP2K4","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade",6416
"MAP2K4","R-HSA-2559580","Oxidative Stress Induced Senescence",6416
"MAP2K4","R-HSA-2454202","Fc epsilon receptor (FCERI) signaling",6416
"MAP2K4","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",6416
"MAP2K4","R-HSA-446652","Interleukin-1 family signaling",6416
"MAP2K4","R-HSA-168898","Toll-like Receptor Cascades",6416
"MAP2K4","R-HSA-2559583","Cellular Senescence",6416
"MAP2K4","R-HSA-449147","Signaling by Interleukins",6416
"MAP3K7","R-HSA-937042","IRAK2 mediated activation of TAK1 complex",6885
"MAP3K7","R-HSA-9014325","TICAM1,TRAF6-dependent induction of TAK1 complex",6885
"MAP3K7","R-HSA-9645460","Alpha-protein kinase 1 signaling pathway",6885
"MAP3K7","R-HSA-975163","IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation",6885
"MAP3K7","R-HSA-937072","TRAF6-mediated induction of TAK1 complex within TLR4 complex",6885
"MAP3K7","R-HSA-450321","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1",6885
"MAP3K7","R-HSA-450302","activated TAK1 mediates p38 MAPK activation",6885
"MAP3K7","R-HSA-5357956","TNFR1-induced NFkappaB signaling pathway",6885
"MAP3K7","R-HSA-168638","NOD1/2 Signaling Pathway",6885
"MAP3K7","R-HSA-445989","TAK1-dependent IKK and NF-kappa-B activation  ",6885
"MAP3K7","R-HSA-75893","TNF signaling",6885
"MAP3K7","R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",6885
"MAP3K7","R-HSA-4086398","Ca2+ pathway",6885
"MAP3K7","R-HSA-450294","MAP kinase activation",6885
"MAP3K7","R-HSA-1169091","Activation of NF-kappaB in B cells",6885
"MAP3K7","R-HSA-448424","Interleukin-17 signaling",6885
"MAP3K7","R-HSA-2871837","FCERI mediated NF-kB activation",6885
"MAP3K7","R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)",6885
"MAP3K7","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",6885
"MAP3K7","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",6885
"MAP3K7","R-HSA-975871","MyD88 cascade initiated on plasma membrane",6885
"MAP3K7","R-HSA-202424","Downstream TCR signaling",6885
"MAP3K7","R-HSA-5607764","CLEC7A (Dectin-1) signaling",6885
"MAP3K7","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",6885
"MAP3K7","R-HSA-975155","MyD88 dependent cascade initiated on endosome",6885
"MAP3K7","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade",6885
"MAP3K7","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",6885
"MAP3K7","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",6885
"MAP3K7","R-HSA-166166","MyD88-independent TLR4 cascade ",6885
"MAP3K7","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ",6885
"MAPK1","R-HSA-450341","Activation of the AP-1 family of transcription factors",5594
"MAPK1","R-HSA-74749","Signal attenuation",5594
"MAPK1","R-HSA-111458","Formation of apoptosome",5594
"MAPK1","R-HSA-9627069","Regulation of the apoptosome activity",5594
"MAPK1","R-HSA-170968","Frs2-mediated activation",5594
"MAPK1","R-HSA-111461","Cytochrome c-mediated apoptotic response",5594
"MAPK1","R-HSA-202670","ERKs are inactivated",5594
"MAPK1","R-HSA-879415","Advanced glycosylation endproduct receptor signaling",5594
"MAPK1","R-HSA-162658","Golgi Cisternae Pericentriolar Stack Reorganization",5594
"MAPK1","R-HSA-169893","Prolonged ERK activation events",5594
"MAPK1","R-HSA-1502540","Signaling by Activin",5594
"MAPK1","R-HSA-1295596","Spry regulation of FGF signaling",5594
"MAPK1","R-HSA-881907","Gastrin-CREB signalling pathway via PKC and MAPK",5594
"MAPK1","R-HSA-9725371","Nuclear events stimulated by ALK signaling in cancer",5594
"MAPK1","R-HSA-111471","Apoptotic factor-mediated response",5594
"MAPK1","R-HSA-445144","Signal transduction by L1",5594
"MAPK1","R-HSA-1181150","Signaling by NODAL",5594
"MAPK1","R-HSA-198753","ERK/MAPK targets",5594
"MAPK1","R-HSA-9768919","NPAS4 regulates expression of target genes",5594
"MAPK1","R-HSA-112409","RAF-independent MAPK1/3 activation",5594
"MAPK1","R-HSA-9637690","Response of Mtb to phagocytosis",5594
"MAPK1","R-HSA-5668599","RHO GTPases Activate NADPH Oxidases",5594
"MAPK1","R-HSA-8940973","RUNX2 regulates osteoblast differentiation",5594
"MAPK1","R-HSA-9634638","Estrogen-dependent nuclear events downstream of ESR-membrane signaling",5594
"MAPK1","R-HSA-982772","Growth hormone receptor signaling",5594
"MAPK1","R-HSA-9635486","Infection with Mycobacterium tuberculosis",5594
"MAPK1","R-HSA-442742","CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling",5594
"MAPK1","R-HSA-5654732","Negative regulation of FGFR3 signaling",5594
"MAPK1","R-HSA-2173795","Downregulation of SMAD2/3:SMAD4 transcriptional activity",5594
"MAPK1","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases",5594
"MAPK10","R-HSA-450341","Activation of the AP-1 family of transcription factors",5602
"MAPK10","R-HSA-450321","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1",5602
"MAPK10","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases",5602
"MAPK10","R-HSA-2871796","FCERI mediated MAPK activation",5602
"MAPK10","R-HSA-450294","MAP kinase activation",5602
"MAPK10","R-HSA-448424","Interleukin-17 signaling",5602
"MAPK10","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",5602
"MAPK10","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",5602
"MAPK10","R-HSA-975871","MyD88 cascade initiated on plasma membrane",5602
"MAPK10","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",5602
"MAPK10","R-HSA-975155","MyD88 dependent cascade initiated on endosome",5602
"MAPK10","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade",5602
"MAPK10","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",5602
"MAPK10","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",5602
"MAPK10","R-HSA-166166","MyD88-independent TLR4 cascade ",5602
"MAPK10","R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ",5602
"MAPK10","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",5602
"MAPK10","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade",5602
"MAPK10","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade",5602
"MAPK10","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade",5602
"MAPK10","R-HSA-2559580","Oxidative Stress Induced Senescence",5602
"MAPK10","R-HSA-2454202","Fc epsilon receptor (FCERI) signaling",5602
"MAPK10","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",5602
"MAPK10","R-HSA-168898","Toll-like Receptor Cascades",5602
"MAPK10","R-HSA-2559583","Cellular Senescence",5602
"MAPK10","R-HSA-449147","Signaling by Interleukins",5602
"MAPK11","R-HSA-2151209","Activation of PPARGC1A (PGC-1alpha) by phosphorylation",5600
"MAPK11","R-HSA-450341","Activation of the AP-1 family of transcription factors",5600
"MAPK11","R-HSA-376172","DSCAM interactions",5600
"MAPK11","R-HSA-171007","p38MAPK events",5600
"MAPK11","R-HSA-450604","KSRP (KHSRP) binds and destabilizes mRNA",5600
"MAPK11","R-HSA-167044","Signalling to RAS",5600
"MAPK11","R-HSA-198753","ERK/MAPK targets",5600
"MAPK11","R-HSA-450302","activated TAK1 mediates p38 MAPK activation",5600
"MAPK11","R-HSA-5668599","RHO GTPases Activate NADPH Oxidases",5600
"MAPK11","R-HSA-525793","Myogenesis",5600
"MAPK11","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases",5600
"MAPK11","R-HSA-187687","Signalling to ERKs",5600
"MAPK11","R-HSA-168638","NOD1/2 Signaling Pathway",5600
"MAPK11","R-HSA-373752","Netrin-1 signaling",5600
"MAPK11","R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",5600
"MAPK11","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)",5600
"MAPK11","R-HSA-450294","MAP kinase activation",5600
"MAPK11","R-HSA-448424","Interleukin-17 signaling",5600
"MAPK11","R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements",5600
"MAPK11","R-HSA-6804756","Regulation of TP53 Activity through Phosphorylation",5600
"MAPK11","R-HSA-1592230","Mitochondrial biogenesis",5600
"MAPK11","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",5600
"MAPK11","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",5600
"MAPK11","R-HSA-975871","MyD88 cascade initiated on plasma membrane",5600
"MAPK11","R-HSA-4420097","VEGFA-VEGFR2 Pathway",5600
"MAPK11","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",5600
"MAPK11","R-HSA-975155","MyD88 dependent cascade initiated on endosome",5600
"MAPK11","R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade",5600
"MAPK11","R-HSA-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade",5600
"MAPK11","R-HSA-168138","Toll Like Receptor 9 (TLR9) Cascade",5600
"MAPK12","R-HSA-2151209","Activation of PPARGC1A (PGC-1alpha) by phosphorylation",6300
"MAPK12","R-HSA-376172","DSCAM interactions",6300
"MAPK12","R-HSA-171007","p38MAPK events",6300
"MAPK12","R-HSA-167044","Signalling to RAS",6300
"MAPK12","R-HSA-525793","Myogenesis",6300
"MAPK12","R-HSA-187687","Signalling to ERKs",6300
"MAPK12","R-HSA-168638","NOD1/2 Signaling Pathway",6300
"MAPK12","R-HSA-5675221","Negative regulation of MAPK pathway",6300
"MAPK12","R-HSA-373752","Netrin-1 signaling",6300
"MAPK12","R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",6300
"MAPK12","R-HSA-1592230","Mitochondrial biogenesis",6300
"MAPK12","R-HSA-4420097","VEGFA-VEGFR2 Pathway",6300
"MAPK12","R-HSA-194138","Signaling by VEGF",6300
"MAPK12","R-HSA-187037","Signaling by NTRK1 (TRKA)",6300
"MAPK12","R-HSA-166520","Signaling by NTRKs",6300
"MAPK12","R-HSA-5673001","RAF/MAP kinase cascade",6300
"MAPK12","R-HSA-5684996","MAPK1/MAPK3 signaling",6300
"MAPK12","R-HSA-1852241","Organelle biogenesis and maintenance",6300
"MAPK12","R-HSA-5683057","MAPK family signaling cascades",6300
"MAPK13","R-HSA-376172","DSCAM interactions",5603
"MAPK13","R-HSA-171007","p38MAPK events",5603
"MAPK13","R-HSA-167044","Signalling to RAS",5603
"MAPK13","R-HSA-187687","Signalling to ERKs",5603
"MAPK13","R-HSA-168638","NOD1/2 Signaling Pathway",5603
"MAPK13","R-HSA-373752","Netrin-1 signaling",5603
"MAPK13","R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",5603
"MAPK13","R-HSA-4420097","VEGFA-VEGFR2 Pathway",5603
"MAPK13","R-HSA-194138","Signaling by VEGF",5603
"MAPK13","R-HSA-187037","Signaling by NTRK1 (TRKA)",5603
"MAPK13","R-HSA-166520","Signaling by NTRKs",5603
"MAPK14","R-HSA-2151209","Activation of PPARGC1A (PGC-1alpha) by phosphorylation",1432
"MAPK14","R-HSA-450341","Activation of the AP-1 family of transcription factors",1432
"MAPK14","R-HSA-376172","DSCAM interactions",1432
"MAPK14","R-HSA-171007","p38MAPK events",1432
"MAPK14","R-HSA-432142","Platelet sensitization by LDL",1432
"MAPK14","R-HSA-450604","KSRP (KHSRP) binds and destabilizes mRNA",1432
"MAPK14","R-HSA-167044","Signalling to RAS",1432
"MAPK14","R-HSA-198753","ERK/MAPK targets",1432
"MAPK14","R-HSA-450302","activated TAK1 mediates p38 MAPK activation",1432
"MAPK14","R-HSA-5668599","RHO GTPases Activate NADPH Oxidases",1432
"MAPK14","R-HSA-418592","ADP signalling through P2Y purinoceptor 1",1432
"MAPK14","R-HSA-525793","Myogenesis",1432
"MAPK14","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases",1432
"MAPK14","R-HSA-392518","Signal amplification",1432
"MAPK14","R-HSA-187687","Signalling to ERKs",1432
"MAPK14","R-HSA-168638","NOD1/2 Signaling Pathway",1432
"MAPK14","R-HSA-373752","Netrin-1 signaling",1432
"MAPK14","R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",1432
"MAPK14","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)",1432
"MAPK14","R-HSA-450294","MAP kinase activation",1432
"MAPK14","R-HSA-448424","Interleukin-17 signaling",1432
"MAPK14","R-HSA-9662851","Anti-inflammatory response favouring Leishmania parasite infection",1432
"MAPK14","R-HSA-9664433","Leishmania parasite growth and survival",1432
"MAPK14","R-HSA-418346","Platelet homeostasis",1432
"MAPK14","R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements",1432
"MAPK14","R-HSA-6804756","Regulation of TP53 Activity through Phosphorylation",1432
"MAPK14","R-HSA-1592230","Mitochondrial biogenesis",1432
"MAPK14","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade",1432
"MAPK14","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade",1432
"MAPK14","R-HSA-975871","MyD88 cascade initiated on plasma membrane",1432
"MAPK3","R-HSA-110056","MAPK3 (ERK1) activation",5595
"MAPK3","R-HSA-450341","Activation of the AP-1 family of transcription factors",5595
"MAPK3","R-HSA-74749","Signal attenuation",5595
"MAPK3","R-HSA-111458","Formation of apoptosome",5595
"MAPK3","R-HSA-9627069","Regulation of the apoptosome activity",5595
"MAPK3","R-HSA-170968","Frs2-mediated activation",5595
"MAPK3","R-HSA-111461","Cytochrome c-mediated apoptotic response",5595
"MAPK3","R-HSA-202670","ERKs are inactivated",5595
"MAPK3","R-HSA-879415","Advanced glycosylation endproduct receptor signaling",5595
"MAPK3","R-HSA-162658","Golgi Cisternae Pericentriolar Stack Reorganization",5595
"MAPK3","R-HSA-169893","Prolonged ERK activation events",5595
"MAPK3","R-HSA-1502540","Signaling by Activin",5595
"MAPK3","R-HSA-1295596","Spry regulation of FGF signaling",5595
"MAPK3","R-HSA-881907","Gastrin-CREB signalling pathway via PKC and MAPK",5595
"MAPK3","R-HSA-9725371","Nuclear events stimulated by ALK signaling in cancer",5595
"MAPK3","R-HSA-111471","Apoptotic factor-mediated response",5595
"MAPK3","R-HSA-445144","Signal transduction by L1",5595
"MAPK3","R-HSA-1181150","Signaling by NODAL",5595
"MAPK3","R-HSA-198753","ERK/MAPK targets",5595
"MAPK3","R-HSA-9768919","NPAS4 regulates expression of target genes",5595
"MAPK3","R-HSA-112409","RAF-independent MAPK1/3 activation",5595
"MAPK3","R-HSA-9637690","Response of Mtb to phagocytosis",5595
"MAPK3","R-HSA-5668599","RHO GTPases Activate NADPH Oxidases",5595
"MAPK3","R-HSA-8940973","RUNX2 regulates osteoblast differentiation",5595
"MAPK3","R-HSA-9634638","Estrogen-dependent nuclear events downstream of ESR-membrane signaling",5595
"MAPK3","R-HSA-982772","Growth hormone receptor signaling",5595
"MAPK3","R-HSA-9635486","Infection with Mycobacterium tuberculosis",5595
"MAPK3","R-HSA-442742","CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling",5595
"MAPK3","R-HSA-5654732","Negative regulation of FGFR3 signaling",5595
"MAPK3","R-HSA-2173795","Downregulation of SMAD2/3:SMAD4 transcriptional activity",5595
"MAPK8","R-HSA-450341","Activation of the AP-1 family of transcription factors",5599
"MAPK8","R-HSA-376172","DSCAM interactions",5599
"MAPK8","R-HSA-9664420","Killing mechanisms",5599
"MAPK8","R-HSA-9673324","WNT5:FZD7-mediated leishmania damping",5599
"MAPK8","R-HSA-205043","NRIF signals cell death from the nucleus",5599
"MAPK8","R-HSA-450321","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1",5599
"MAPK8","R-HSA-114452","Activation of BH3-only proteins",5599
"MAPK8","R-HSA-450282","MAPK targets/ Nuclear events mediated by MAP kinases",5599
"MAPK8","R-HSA-2871796","FCERI mediated MAPK activation",5599
"MAPK8","R-HSA-373752","Netrin-1 signaling",5599
"MAPK8","R-HSA-109606","Intrinsic Pathway for Apoptosis",5599
"MAPK8","R-HSA-193648","NRAGE signals death through JNK",5599
"MAPK8","R-HSA-450294","MAP kinase activation",5599
